City_or_Regency,Vaccinated,Fully_Vaccinated,Total,Date,URL,
KAB SUMENEP,3231,2472,5703,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB SITUBONDO,2908,1941,4849,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB KEDIRI,5538,4145,9683,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB TRENGGALEK,3205,2377,5582,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA MALANG,12322,8811,21133,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB BANGKALAN,3160,2297,5457,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB PACITAN,2358,1626,3984,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB SAMPANG,1959,1381,3340,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB PAMEKASAN,2842,1862,4704,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB MOJOKERTO,3760,3717,7477,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA BATU,1561,1552,3113,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB JEMBER,6639,6565,13204,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB NGANJUK,3460,3407,6867,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB JOMBANG,5155,5056,10211,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB GRESIK,6267,5761,12028,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB TULUNGAGUNG,5320,4407,9727,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA MOJOKERTO,2727,2463,5190,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB SIDOARJO,9366,8275,17641,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA KEDIRI,4378,4209,8587,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB PONOROGO,3540,3382,6922,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA MADIUN,3605,3486,7091,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB LAMONGAN,5339,5054,10393,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB PROBOLINGGO,2960,2782,5742,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB BONDOWOSO,2680,2484,5164,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB LUMAJANG,3515,3286,6801,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB BLITAR,2896,2669,5565,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KOTA PASURUAN,1417,1301,2718,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB PASURUAN,4451,3845,8296,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB BANYUWANGI,5595,4970,10565,2/23/2021,https://twitter.com/KominfoJatim/status/1364250497788485632/photo/,
KAB MOJOKERTO,3760,3717,7477,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA BATU,1561,1552,3113,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB JEMBER,6639,6566,13205,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB NGANJUK,3460,3407,6867,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB TULUNGAGUNG,5338,4462,9800,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB GRESIK,6267,5813,12080,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB JOMBANG,5155,5056,10211,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB SIDOARJO,9370,8330,17700,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB PONOROGO,3545,3423,6968,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA KEDIRI,4380,4216,8596,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BONDOWOSO,2680,2580,5260,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA MADIUN,3605,3536,7141,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB LAMONGAN,5339,5067,10406,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB PROBOLINGGO,2960,2790,5750,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA MOJOKERTO,2706,2405,5111,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB PASURUAN,4451,3931,8382,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BLITAR,2896,2689,5585,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB LUMAJANG,3515,3295,6810,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA PASURUAN,1417,1301,2718,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA BLITAR,2532,2302,4834,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BANYUWANGI,5594,5000,10594,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BOJONEGORO,4380,3814,8194,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB MADIUN,2428,2093,4521,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB MAGETAN,2690,2329,5019,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB NGAWI,3391,2545,5936,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA PROBOLINGGO,1810,1516,3326,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB MALANG,7828,6777,14605,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA SURABAYA,35914,31160,67074,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB PACITAN,2358,1939,4297,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB SUMENEP,3233,2600,5833,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB KEDIRI,5539,4430,9969,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB TUBAN,3170,2555,5725,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BANGKALAN,3160,2483,5643,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB SITUBONDO,2908,1941,4849,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB TRENGGALEK,3205,2387,5592,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KOTA MALANG,12322,8811,21133,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB PAMEKASAN,2842,1907,4749,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB SAMPANG,1959,1381,3340,2/24/2021,https://twitter.com/KominfoJatim/status/1364607070016655361/photo/,
KAB BLITAR,2896,2731,5627,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB KEDIRI,5541,5158,10699,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB NGAWI,3437,2728,6165,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB BOJONEGORO,4380,4000,8380,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA BLITAR,2533,2321,4854,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB MAGETAN,2696,2399,5095,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB BANYUWANGI,5613,5014,10627,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA PROBOLINGGO,1810,1574,3384,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB MALANG,7879,7003,14882,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB MADIUN,2428,2093,4521,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB SUMENEP,3233,2793,6026,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB SITUBONDO,2938,2193,5131,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB TUBAN,3175,2755,5930,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA SURABAYA,36160,31392,67552,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB BANGKALAN,3160,2574,5734,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB TRENGGALEK,3205,2512,5717,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB SAMPANG,1980,1543,3523,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB PAMEKASAN,2842,1931,4773,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB MOJOKERTO,3760,3717,7477,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA MALANG,12322,11978,24300,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB GRESIK,6267,5911,12178,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA BATU,1561,1552,3113,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB JEMBER,6639,6596,13235,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB TULUNGAGUNG,5365,4462,9827,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB NGANJUK,3460,3418,6878,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB SIDOARJO,9381,8427,17808,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB JOMBANG,5155,5056,10211,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA KEDIRI,4378,4280,8658,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB PONOROGO,3560,3431,6991,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB LAMONGAN,5340,5160,10500,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB PACITAN,2358,2282,4640,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB BONDOWOSO,2680,2585,5265,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA MADIUN,3631,3514,7145,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB LUMAJANG,3522,3416,6938,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB PROBOLINGGO,2960,2813,5773,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB PASURUAN,4452,3994,8446,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA PASURUAN,1417,1341,2758,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KOTA MOJOKERTO,2692,2434,5126,2/26/2021,https://twitter.com/KominfoJatim/status/1365396576621846529/photo/,
KAB GRESIK,6267,5930,12197,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB MOJOKERTO,3760,3717,7477,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA MALANG,12322,11978,24300,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA BATU,1561,1552,3113,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB JEMBER,6639,6596,13235,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB TULUNGAGUNG,5365,4462,9827,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB NGANJUK,3460,3421,6881,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB SIDOARJO,9390,8440,17830,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA KEDIRI,4385,4284,8669,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB JOMBANG,5155,5056,10211,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB PONOROGO,3560,3431,6991,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB LAMONGAN,5340,5189,10529,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB PACITAN,2358,2285,4643,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB BONDOWOSO,2680,2589,5269,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA MADIUN,3631,3514,7145,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB PASURUAN,4504,3999,8503,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA PASURUAN,1417,1360,2777,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB KEDIRI,5553,5264,10817,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB NGAWI,3440,2805,6245,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB PROBOLINGGO,2960,2813,5773,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB LUMAJANG,3524,3372,6896,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA MOJOKERTO,2693,2437,5130,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB BLITAR,2896,2736,5632,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB BOJONEGORO,4380,4099,8479,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA BLITAR,2565,2380,4945,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB BANYUWANGI,5622,5084,10706,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB MAGETAN,2696,2424,5120,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA PROBOLINGGO,1810,1593,3403,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB SUMENEP,3237,2880,6117,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB TRENGGALEK,3205,2826,6031,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB MALANG,7879,7074,14953,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB TUBAN,3175,2813,5988,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB MADIUN,2428,2096,4524,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB SITUBONDO,2938,2193,5131,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KOTA SURABAYA,36241,31624,67865,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB BANGKALAN,3160,2584,5744,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB SAMPANG,1980,1581,3561,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB PAMEKASAN,2842,2052,4894,2/27/2021,https://twitter.com/KominfoJatim/status/1365691006503460867/photo/,
KAB LUMAJANG,3524,3372,6896,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA MOJOKERTO,2693,2437,5130,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB BLITAR,2896,2738,5634,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB BOJONEGORO,4380,4099,8479,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA BLITAR,2565,2380,4945,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB BANYUWANGI,5622,5084,10706,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB MAGETAN,2696,2424,5120,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA PROBOLINGGO,1810,1593,3403,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB SUMENEP,3235,2880,6115,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB TRENGGALEK,3205,2826,6031,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB MALANG,7879,7074,14953,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB TUBAN,3175,2813,5988,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB MADIUN,2428,2096,4524,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB SITUBONDO,2938,2193,5131,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA SURABAYA,36295,31626,67921,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB BANGKALAN,3160,2584,5744,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB SAMPANG,1980,1581,3561,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB PAMEKASAN,2842,2052,4894,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB GRESIK,6267,5930,12197,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB MOJOKERTO,3760,3717,7477,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA MALANG,12322,11978,24300,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA BATU,1561,1552,3113,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB JEMBER,6639,6596,13235,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB TULUNGAGUNG,5365,4462,9827,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB NGANJUK,3460,3421,6881,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB SIDOARJO,9390,8440,17830,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB JOMBANG,5159,5068,10227,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA KEDIRI,4385,4284,8669,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB PONOROGO,3560,3431,6991,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB LAMONGAN,5340,5189,10529,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB PACITAN,2358,2285,4643,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB BONDOWOSO,2680,2589,5269,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA MADIUN,3631,3514,7145,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB PASURUAN,4504,3999,8503,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA PASURUAN,1417,1360,2777,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB KEDIRI,5553,5264,10817,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB NGAWI,3440,2805,6245,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KAB PROBOLINGGO,2960,2813,5773,2/28/2021,https://twitter.com/KominfoJatim/status/1366151654345646082/photo/,
KOTA SURABAYA,38756,32610,71366,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA MALANG ,15862,12303,28165,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA MADIUN,4160,3538,7698,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA BATU,1946,1552,3498,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB GRESIK,6267,5930,12197,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA MOJOKERTO,3320,2591,5911,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA BLITAR,2657,2424,5081,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA KEDIRI,4982,4289,9271,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB TULUNGAGUNG,5797,5037,10834,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB TRENGGALEK,3227,2996,6223,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB JOMBANG,6386,5068,11454,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB LAMONGAN,6353,5213,11566,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB KEDIRI,6093,5327,11420,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB SIDOARJO,10205,8958,19163,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB NGANJUK,4608,3425,8033,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA PROBOLINGGO,1817,1597,3414,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB JEMBER,9407,6591,15998,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB BANYUWANGI,6284,5197,11481,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB MADIUN,2436,2199,4635,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB PONOROGO,5021,3501,8522,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB SITUBONDO,2968,2276,5244,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB TUBAN,3520,2924,6444,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB BLITAR,4310,2739,7049,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB MALANG,9919,7321,17240,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB MOJOKERTO,4304,3717,8021,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB MAGETAN,2813,2475,5288,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB PACITAN,2359,2294,4653,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB SAMPANG,2131,1657,3788,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB NGAWI,4249,3327,7576,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB BOJONEGORO,4880,4146,9026,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB SUMENEP,3491,2979,6470,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB PASURUAN,4821,4282,9103,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB LUMAJANG,3748,3401,7149,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB BONDOWOSO,3053,2599,5652,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB BANGKALAN,3264,2631,5895,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB PROBOLINGGO,3584,2824,6408,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KAB PAMEKASAN,2858,2418,5276,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
KOTA PASURUAN,1459,1364,2823,3/1/2021,https://twitter.com/KominfoJatim/status/1366800825234776064/photo/,
